Outcome_M1,Outcome_M2,Outcome_M3,Outcome_M4,Outcome_M5,Outcome_M6,Outcome_M7,Outcome_M8,Outcome_M9,Outcome_M10,Outcome_M11,Outcome_M12,Cat_1,Date_1,Quan_1,Quan_2,Quan_3,Quan_4,Date_2,Quan_5,Quan_6,Quan_7,Quan_8,Quan_9,Quan_10,Quan_11,Quan_12,Quan_13,Quan_14,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_10,Cat_11,Cat_13,Cat_15,Quan_15,Cat_17,Cat_23,Quan_16,Quan_17,Quan_18,Cat_111,Cat_114,Cat_115,Cat_121,Cat_122,Cat_147,Cat_168,Cat_171,Cat_209,Cat_214,Cat_215,Cat_222,Cat_223,Cat_225,Cat_233,Cat_235,Cat_237,Cat_240,Cat_249,Cat_258,Cat_259,Cat_260,Cat_262,Cat_300,Cat_302,Cat_311,Cat_326,Cat_336,Cat_343,Cat_356,Cat_370,Cat_373,Cat_374,Quan_19,Quan_20,Quan_21,Cat_397,Cat_400,Cat_403,Cat_419,Cat_425,Cat_426,Cat_442,Cat_443,Cat_445,Cat_448,Cat_455,Cat_457,Quant_22,Cat_458,Quant_23,Quant_24,Cat_460,Quant_25,Cat_462,Cat_465,Cat_467,Cat_470,Cat_481,Cat_483,Cat_489,Cat_491,Cat_492,Cat_494,Cat_498,Quan_26,Quan_27,Quan_28,Quan_29,Quan_22,Cat_510,Cat_512
3000,2000.0,500.0,500.0,500.0,2000.0,500.0,500.0,2000.0,500.0,500.0,500.0,0,2653,1231000,8000.0,79.0,143718.0,1963.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,1,61440.0,0,1,12.0,3.2570754716981134,11.085714285714285,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1.0,14.863636363636363,3.126126126126126,1,1,0,1,1,1,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3486,4525300,4700.0,92.0,90054.0,3324.0,23.0,14.0,0.0,23.0,23.0,7.0,3.0,0.0,7.0,7.0,0,0,0,0,0,0,1,1,1,1024.0,1,1,12.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,1,0,0,6.444444444444445,0,5.0,3.0,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53000,11000.0,3000.0,2000.0,3000.0,15000.0,3000.0,2000.0,2000.0,500.0,500.0,500.0,1,1659,356000,7900.0,61.0,652377.0,1508.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,8192.0,1,1,2.0,2.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,119.0,0,119.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26000,42000.0,5000.0,5000.0,2852.1320495185696,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3612,4934700,7300.0,57.0,469247.0,3435.0,16.0,6.0,2.0,16.0,16.0,14.0,6.0,2.0,14.0,14.0,0,0,0,0,0,0,1,1,0,7168.0,1,1,12.0,4.0,11.085714285714285,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,2.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,1,0,1,6.444444444444445,0,5.0,63.0,0,63.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19000,2000.0,2000.0,3000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,0,2434,850500,7200.0,61.0,606019.0,1470.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,2794496.0,0,1,2.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,3.0,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,3346,4308600,6900.0,39.0,73049.0,3090.0,4.0,1.0,1.0,4.0,4.0,3.0,1.0,0.0,3.0,3.0,0,0,0,0,0,0,1,1,0,112.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,0,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,6000.0,3000.0,3000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,0,3243,2301100,6986.738836265224,1.0,224077.0,3026.0,80.0,6.0,67.0,80.0,80.0,4.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,1,1,0,4464.0,0,0,8.0,4.0,11.085714285714285,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.0,1,0,0,1,1,0,1,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
103000,15000.0,6000.0,18000.0,2000.0,3000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,1,2450,1804500,7200.0,105.0,856200.0,1569.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,320.0,1,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1.0,14.863636363636363,3.126126126126126,1,1,1,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
121000,18000.0,6000.0,6000.0,3000.0,2000.0,2000.0,2000.0,6000.0,5000.0,2000.0,3000.0,1,2268,1588000,8200.0,101.0,743429.0,2149.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,1,120.0,1,1,16.0,2.0,16.0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,1.0,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
108000,40000.0,15000.0,21000.0,65000.0,10000.0,10000.0,3000.0,2000.0,500.0,2000.0,2000.0,0,2782,1332300,8400.0,63.0,1649272.0,2401.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,282624.0,0,1,2.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8.0,14.863636363636363,3.0,1,1,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,32.0,0,32.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000,18000.0,34000.0,8000.0,8000.0,5000.0,3000.0,2000.0,3000.0,3000.0,3000.0,3000.0,0,2490,918600,8500.0,63.0,2053329.0,2162.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,2355.0,0,1,8.0,4.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.748663101604278,30.0,3.126126126126126,1,1,0,1,1,0,1,1,1,0,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27000,6000.0,3000.0,3000.0,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,2000.0,0,2268,655100,8200.0,50.0,743429.0,2149.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,1,3145728.0,0,1,14.0,2.0,14.0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,1.0,1,0,0,1,1,0,1,0,1,0,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
3000,2000.0,2000.0,2000.0,500.0,500.0,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3556,2896100,5000.0,52.0,14073.0,3090.0,11.0,3.0,4.0,11.0,11.0,9.0,3.0,2.0,9.0,9.0,0,0,0,0,0,0,1,1,0,5138022.0,0,1,9.446952595936795,3.2570754716981134,11.085714285714285,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,1,1,1,1,1,0,0,3.0,0,5.0,3.0,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,2142,396300,5200.0,21.0,308925.0,1967.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,1,2713600.0,0,0,9.446952595936795,3.2570754716981134,11.085714285714285,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1.0,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000,5000.0,2000.0,2000.0,2000.0,2000.0,3000.0,500.0,2000.0,2000.0,500.0,500.0,1,2723,2492900,7800.0,106.0,343410.0,2143.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,68.0,1,1,4.0,3.2570754716981134,11.085714285714285,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,4.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,4.0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
3000,3000.0,3000.0,8000.0,3000.0,3000.0,3000.0,3000.0,2000.0,2000.0,3000.0,2000.0,1,3172,3518300,8900.0,37.0,438942.60714285716,2648.0,12.0,5.0,5.0,12.0,12.0,5.0,4.0,0.0,5.0,5.0,0,0,0,0,0,0,1,1,0,86016.0,1,1,9.446952595936795,2.0,11.085714285714285,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,0,1,0,1,0,0,0,0,0,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2000,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0,2884,1578000,6600.0,9.0,438942.60714285716,2659.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1,0,512329.2310810811,0,1,8.0,16.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3.748663101604278,16.0,3.126126126126126,1,1,0,1,1,0,1,1,1,0,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,2000.0,500.0,500.0,0,3367,2671700,5500.0,52.0,438942.60714285716,3026.0,40.0,11.0,5.0,40.0,40.0,19.0,9.0,2.0,19.0,19.0,0,0,0,0,0,0,1,0,0,6815744.0,0,0,9.446952595936795,2.0,11.085714285714285,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,0,0,0,1,0,1,1,0,0,0,0,0,6.444444444444445,0,5.0,6.0,0,6.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
73000,61000.0,10000.0,5000.0,2852.1320495185696,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3605,3057200,8000.0,44.0,985658.0,3331.0,69.0,31.0,9.0,69.0,69.0,46.0,23.0,4.0,46.0,46.0,0,0,0,0,0,0,1,1,1,3774873.0,0,1,8.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,1,0,0,6.444444444444445,0,5.0,52.80523255813954,0,9.0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
3000,2000.0,2000.0,2000.0,2000.0,2000.0,500.0,500.0,2000.0,3000.0,2000.0,2000.0,0,1904,192800,7900.0,53.0,58806.0,1574.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,3072.0,0,0,9.446952595936795,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,14.863636363636363,4.0,1,0,0,1,1,0,1,1,1,0,0,1,6.444444444444445,0,5.0,22.0,1,22.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,19000.0,3000.0,3000.0,2000.0,500.0,500.0,500.0,500.0,500.0,2000.0,500.0,1,2142,1263700,6500.0,79.0,529465.0,1656.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,0,1,1,60.0,1,1,8.0,2.0,8.0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
10000,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,2000.0,500.0,500.0,0,1890,192800,6700.0,66.0,503559.0,1252.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,1,345.0,0,0,2.0,2.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6.0,14.863636363636363,5.0,1,0,0,1,1,0,1,0,1,0,0,1,6.444444444444445,0,5.0,36.0,0,36.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,2000.0,2000.0,2000.0,500.0,2000.0,2000.0,500.0,500.0,500.0,500.0,500.0,1,2085,1080000,6900.0,29.0,396498.0,1878.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,1,1,1,0,2764.0,1,1,8.0,2.0,11.085714285714285,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,1,1,0,1,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
21000,15000.0,16000.0,29000.0,6000.0,5000.0,5000.0,5000.0,3000.0,5000.0,5000.0,2000.0,1,3192,3518300,8600.0,92.0,1172663.0,2960.0,36.0,13.0,17.0,36.0,36.0,7.0,5.0,1.0,7.0,7.0,0,0,0,0,0,0,1,1,0,30720.0,1,1,22.0,4.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65000,10000.0,5000.0,3000.0,6000.0,15000.0,3000.0,2000.0,2000.0,500.0,500.0,500.0,1,2023,950000,8100.0,44.0,438659.0,1885.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,12288.0,1,1,2.0,2.0,11.085714285714285,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,119.0,0,119.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87000,29000.0,19000.0,5000.0,5000.0,3000.0,3000.0,3000.0,3000.0,2000.0,3000.0,5000.0,1,3206,3570700,7300.0,100.0,872255.0,2831.0,76.0,33.0,26.0,76.0,76.0,37.0,24.0,3.0,37.0,37.0,0,0,0,0,0,0,1,1,1,1280.0,1,1,24.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,3.0,52.80523255813954,0,55.49201277955272,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18000,6000.0,5000.0,3000.0,2000.0,2000.0,2000.0,5000.0,15000.0,2000.0,3000.0,1071.9874804381848,1,3388,4355300,6400.0,39.0,1759054.0,2708.0,187.0,14.0,132.0,187.0,187.0,39.0,10.0,7.0,39.0,39.0,0,0,0,0,0,1,1,1,0,7168.0,1,0,9.446952595936795,4.0,11.085714285714285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,1.0,1,1,0,1,0,0,1,1,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0
2000,500.0,5194.369973190349,3494.638069705094,2852.1320495185696,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3626,3210100,6000.0,31.0,53952.0,2708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,500.0,0,1,9.446952595936795,2.0,11.085714285714285,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,3000.0,8000.0,500.0,500.0,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3577,2936200,7000.0,76.0,7696.0,3090.0,33.0,3.0,3.0,33.0,33.0,25.0,3.0,0.0,25.0,25.0,0,0,0,0,0,0,1,0,0,2621440.0,0,1,4.0,4.0,11.085714285714285,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,0,0,1,0,1,0,0,0,6.444444444444445,0,5.0,4.0,0,4.0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
23000,13000.0,5000.0,3000.0,2000.0,2000.0,2000.0,500.0,500.0,2000.0,500.0,500.0,0,3367,2671700,8500.0,84.0,169907.0,1672.0,60.0,20.0,24.0,60.0,60.0,45.0,16.0,15.0,45.0,45.0,0,0,0,0,0,0,1,1,1,4194304.0,0,1,12.0,3.2570754716981134,11.085714285714285,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,4.0,52.80523255813954,0,55.49201277955272,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
6000,24000.0,13000.0,5000.0,3000.0,2000.0,2000.0,2000.0,500.0,500.0,500.0,500.0,0,1778,31600,7600.0,40.0,1951543.0,1508.0,29.660649819494584,8.602888086642599,10.425992779783394,29.660649819494584,29.660649819494584,15.974729241877256,6.025270758122744,3.55956678700361,15.974729241877256,15.974729241877256,0,0,0,0,0,0,1,1,0,6144.0,0,1,2.0,2.0,11.085714285714285,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.0,14.863636363636363,1.0,1,0,0,1,1,0,1,0,1,1,0,1,6.444444444444445,0,5.0,32.0,0,32.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,2000.0,2000.0,500.0,500.0,500.0,2000.0,500.0,500.0,1320.8841463414635,1190.6976744186047,1071.9874804381848,1,3444,4480600,6900.0,87.0,16594.0,3090.0,6.0,2.0,1.0,6.0,6.0,6.0,2.0,1.0,6.0,6.0,0,0,0,0,0,0,1,1,1,992.0,1,1,4.0,3.2570754716981134,4.0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,0,1,0,1,0,0,0,4.0,0,4.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,6000.0,2000.0,2000.0,2000.0,2000.0,2000.0,3000.0,3000.0,2000.0,1190.6976744186047,1071.9874804381848,0,3416,2732900,7300.0,63.0,97852.0,3090.0,39.0,12.0,12.0,39.0,39.0,30.0,11.0,7.0,30.0,30.0,0,0,0,0,0,0,1,1,0,4608.0,0,1,9.446952595936795,2.0,11.085714285714285,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,1,1,1,1,0,0,0,6.444444444444445,0,5.0,90.0,0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,2000.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,1,3241,3792300,5300.0,10.0,176797.0,3090.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,1,1,0,1024.0,1,1,9.446952595936795,4.0,11.085714285714285,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,3.748663101604278,14.863636363636363,3.126126126126126,1,1,0,1,1,1,1,1,1,0,0,0,6.444444444444445,0,5.0,13.0,0,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,500.0,500.0,500.0,2852.1320495185696,2018.4397163120568,1751.4409221902017,1492.721979621543,1411.373707533235,1320.8841463414635,1190.6976744186047,1071.9874804381848,0,3612,3057200,4600.0,6.0,438942.60714285716,3508.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,1,0,2662400.0,0,1,9.446952595936795,4.0,11.085714285714285,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3.748663101604278,14.863636363636363,3.126126126126126,1,0,0,1,1,0,1,0,1,0,0,0,6.444444444444445,0,5.0,52.80523255813954,0,55.49201277955272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
